type;title;director;country;co_production;date_added;release_year;duration;description
Movie;Haunters: The Art of the Scare;Jon Schnitzer;United States;N;02/01/2018;2017;89;This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned.
Movie;Haunting on Fraternity Row;Brant Sersen;United States;N;01/03/2019;2018;99;When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history.
Movie;Have You Seen the Listers?;Eddie Martin;Australia;N;01/02/2019;2017;86;This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
TV Show;Haven;;Canada, United States;Y;08/09/2015;2015;5;Residents of Haven, Maine, are plagued by supernatural afflictions. To reveal the truth, FBI agent Audrey Parker must delve into her own strange past.
Movie;Havenhurst;Andrew C. Erin;United States;N;10/06/2017;2016;85;"An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted."""
Movie;Haywire;Steven Soderbergh;Ireland, United States;Y;01/03/2020;2011;93;A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.
Movie;He Named Me Malala;Davis Guggenheim;United States, United Arab Emirates;Y;01/06/2018;2015;89;This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts.
Movie;He's Out There;Quinn Lasher;United States;N;12/01/2019;2018;89;While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath.
Movie;Head Count;Elle Callahan;United States;N;13/09/2019;2018;90;A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
Movie;Head On;Ana Kokkinos;Australia;N;25/08/2018;1998;104;This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.
Movie;Heal;Kelly Noonan;United States;N;01/02/2019;2017;107;Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.
Movie;Heartbreakers;David Mirkin;United States;N;31/12/2019;2001;124;In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.
Movie;Heartthrob;Chris Sivertson;United States;N;01/01/2018;2017;87;A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.
TV Show;Heavy Rescue: 401;;Canada;N;22/06/2018;2018;2;In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe.
Movie;Hedgehogs;Huang Jianming;United States, China;Y;01/04/2019;2016;94;When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat.
TV Show;Helix;;United States, Canada;Y;10/11/2018;2015;1;While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet.
Movie;Hell and Back;Tom Gianas, Ross R. Shuman;United States;N;06/09/2018;2015;86;When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.
TV Show;Hell on Wheels;;Canada, United Kingdom;Y;28/05/2016;2016;5;Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.
Movie;Hell or High Water;David Mackenzie;United States;N;01/01/2019;2016;102;In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.
Movie;Hellboy;Guillermo del Toro;United States;N;01/12/2018;2004;122;This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.
Movie;Her;Spike Jonze;United States;N;29/07/2018;2013;126;Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.
Movie;Her Only Choice;Christel Gibson;United States;N;02/05/2019;2018;87;A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.
Movie;Hera Pheri;Prakash Mehra;India;N;31/12/2019;1976;156;The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.
Movie;Here Alone;Rod Blackhurst;United States;N;01/07/2017;2016;97;When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions.
Movie;Hero;Corey Yuen;Hong Kong, China;Y;01/08/2018;1997;89;A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.
TV Show;Herrens veje;;Denmark;N;01/06/2019;2018;2;A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.
Movie;Hickok;Timothy Woodward Jr.;United States;N;24/07/2020;2017;88;"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town."
TV Show;Hidden Singer;;South Korea;N;19/05/2017;2015;1;Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.
Movie;Hide & Seek;Shawn Arranha;India;N;01/03/2018;2010;96;Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek.
Movie;Hide and Seek;Liu Jie;China;N;19/08/2017;2016;104;While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime.
Movie;Highly Strung;Scott Hicks;Australia;N;01/02/2017;2015;80;Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard.
TV Show;Highway Thru Hell;;Canada;N;03/12/2019;2016;3;On the hazardous highways of Canada's interior, heavy vehicle towing companies experience hardship and triumph rescuing wrecked and stranded trucks.
TV Show;Highway to Heaven;;United States;N;01/11/2016;1988;5;Under God's direction, angel Jonathan and ex-cop Mark help troubled souls overcome adversity and embrace honesty, kindness and forgiveness.
TV Show;Hinterland;;United Kingdom;N;01/08/2017;2016;3;Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own.
Movie;Hiroshima: The Real History;Lucy van Beek;United Kingdom;N;31/03/2017;2015;95;This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.
Movie;Hisss;Jennifer Lynch;India, United States;Y;01/12/2017;2010;97;In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover.
TV Show;Historia de un clan;;Argentina;N;13/01/2017;2015;1;This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home.
Movie;History of Joy;Vishnu Govindhan;India;N;01/08/2018;2017;118;The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.
TV Show;History's Greatest Hoaxes;;Australia;N;12/07/2019;2016;1;Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history.
Movie;Hitch;Andy Tennant;United States;N;01/01/2020;2005;118;Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.
Movie;Hitler's Olympics;Daniel Kontur;United Kingdom;N;01/08/2016;2016;44;Hitler, Nazi propaganda and 1936 Berlin Olympics are put under the microscope to uncover hidden truths and the historical legacy of those games.
Movie;Hitler's Steel Beast;Daniel Ablin;France;N;01/11/2017;2017;54;Trace the history of Hitler's armored private train, a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons.
Movie;Ho Mann Jahaan;Asim Raza;Pakistan;N;01/07/2017;2015;170;Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations.
TV Show;Hogie the Globehopper;;United States;N;01/08/2017;2016;1;Hogie and his friends travel the world, exploring far-flung locales like Buenos Aires, Cairo, Hawaii and the Galapagos Islands.
Movie;Hokkabaz;Ali Taner Baltac?, Cem Y?lmaz;Turkey;N;10/03/2017;2006;118;Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well.
Movie;Holding the Man;Neil Armfield;Australia;N;01/08/2016;2015;128;In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way.
Movie;Holidays;Anthony Scott Burns, Nicholas McCarthy, Adam Egypt Mortimer, Gary Shore, Kevin Smith, Sarah Adina Smith, Scott Stewart, Kevin Kolsch, Dennis Widmyer;United States, Ireland;Y;15/07/2016;2016;106;Eight gleefully grim short tales set on Halloween, Mother's Day, St. Patrick's Day and other holidays comprise this chilling horror anthology.
Movie;Holy Hell;Will Allen;United States;N;01/09/2016;2016;103;An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.
Movie;Holy Man 2;Note Chern-Yim;Thailand;N;30/07/2018;2008;92;Former rap musician Joey Boy is now a monk who takes Father Teng's place at his rural temple, where a crisis develops involving a nearby stone quarry.
Movie;Holy Man 3;Note Chern-Yim;Thailand;N;30/07/2018;2010;102;Two new monks, one of them a former rock music star seeking inner peace, join a temple plagued by thieves who are stealing its valuable holy relics.
Movie;Hombanna;Rakshith Thirthahalli;India;N;01/05/2018;2017;126;In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change.
Movie;Honey 2;Bille Woodruff;United States;N;01/10/2019;2011;111;Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels.
Movie;Honey: Rise Up and Dance;Bille Woodruff;United States;N;03/04/2018;2018;100;Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship.
Movie;Hoodwinked Too! Hood vs. Evil;Mike Disa;United States;N;03/11/2018;2011;86;Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel.
Movie;Hope Aur Hum;Sudip Bandyopadhyay;India;N;01/09/2018;2018;95;A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama.
